re_idx,idx,sentence,category,polarity,target,from,to
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,FOOD#QUALITY,positive,food,4,8
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#STYLE_OPTIONS,positive,selecion of wines,39,56
1118,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,DRINKS#PRICES,positive,selecion of wines,39,56
1119,584025:3,Have been several times and it never dissapoints.,RESTAURANT#GENERAL,positive,NULL,0,0
1121,608500:1,We were less than impressed.,RESTAURANT#GENERAL,negative,NULL,0,0
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,positive,ambiance,10,18
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE#GENERAL,positive,atmosphere,23,33
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",FOOD#QUALITY,negative,food,50,54
1122,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",SERVICE#GENERAL,negative,service,59,66
1123,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#QUALITY,negative,chicken casserole,15,32
1123,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD#STYLE_OPTIONS,negative,chicken casserole,15,32
1124,608500:4,Probably would not go again...,RESTAURANT#GENERAL,negative,NULL,0,0
1125,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",FOOD#QUALITY,positive,food,47,51
1126,610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive,chicken,15,22
1126,610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive,beef,24,28
1126,610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD#QUALITY,positive,lamb dishes,34,45
1129,610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE#GENERAL,positive,service,0,7
1129,610611:4,"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT#MISCELLANEOUS,positive,NULL,0,0
1131,610611:6,skip dessert.,FOOD#QUALITY,negative,dessert,5,12
1132,611117:0,Best Reuben sandwich ever!,FOOD#QUALITY,positive,Reuben sandwich,5,20
1133,611117:1,A classic!,FOOD#QUALITY,positive,NULL,0,0
1134,611117:2,Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT#GENERAL,positive,Bloom's,11,18
1135,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT#MISCELLANEOUS,positive,place,85,90
1136,611117:4,Thanks Bloom's for a lovely trip.,RESTAURANT#GENERAL,positive,Bloom's,7,14
1138,615180:1,"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,negative,food,4,8
1138,615180:1,"The food was not fresh, the sauces were bland and very oily.",FOOD#QUALITY,negative,sauces,28,34
1139,615180:2,It just wasn't Thai.,FOOD#QUALITY,negative,NULL,0,0
1141,620892:1,Was surprisingly disappointed.,FOOD#QUALITY,negative,NULL,0,0
1142,620892:2,Pizza was a little soggy.,FOOD#QUALITY,negative,Pizza,0,5
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#QUALITY,positive,Ravioli,0,7
1143,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD#PRICES,negative,NULL,0,0
1144,620892:4,Not enough wines by the glass either.,DRINKS#STYLE_OPTIONS,negative,wines by the glass,11,29
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",SERVICE#GENERAL,positive,Service,0,7
1145,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",AMBIENCE#GENERAL,positive,setting/atmosphere,50,68
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#QUALITY,neutral,Food,0,4
1146,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD#PRICES,negative,Food,0,4
1147,624715:0,This place is a great bargain.,RESTAURANT#PRICES,positive,place,5,10
1148,624715:1,Authentic Pakistani food.,FOOD#QUALITY,positive,Pakistani food,10,24
1149,624715:2,People are always friendly.,SERVICE#GENERAL,positive,People,0,6
1150,624715:3,Don't waste money on decor.,AMBIENCE#GENERAL,neutral,decor,21,26
1151,624715:4,"Just straight up cheap, good food.",FOOD#QUALITY,positive,food,29,33
1151,624715:4,"Just straight up cheap, good food.",FOOD#PRICES,positive,food,29,33
1152,626269:0,Faan is sooo good.,RESTAURANT#GENERAL,positive,Faan,0,4
1153,626269:1,The best pad thai i've ever had.,FOOD#QUALITY,positive,pad thai,9,17
1154,626269:2,The design and atmosphere is just as good.,AMBIENCE#GENERAL,positive,design,4,10
1154,626269:2,The design and atmosphere is just as good.,AMBIENCE#GENERAL,positive,atmosphere,15,25
1155,626269:3,bottles of wine are cheap and good.,DRINKS#PRICES,positive,bottles of wine,0,15
1155,626269:3,bottles of wine are cheap and good.,DRINKS#QUALITY,positive,bottles of wine,0,15
1156,626269:4,What more could you want?,RESTAURANT#GENERAL,positive,NULL,0,0
1157,630914:0,The food was actually aweful.,FOOD#QUALITY,negative,food,4,8
1158,630914:1,I'm not picky - but it was actually gross.,FOOD#QUALITY,negative,NULL,0,0
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative,mussles,4,11
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative,seabass,59,66
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative,goat cheese salad,82,99
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative,penne w/ chicken,133,149
1159,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD#QUALITY,negative,NULL,0,0
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",AMBIENCE#GENERAL,positive,atmosphere,5,15
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",SERVICE#GENERAL,positive,service,21,28
1160,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",FOOD#QUALITY,positive,desert,55,61
1161,630914:4,Wouldn't recomend it for dinner!,RESTAURANT#GENERAL,negative,NULL,0,0
1162,632121:0,This is the perfect date spot for Williamsburg couples.,RESTAURANT#MISCELLANEOUS,positive,NULL,0,0
1163,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE#GENERAL,positive,jukebox,4,11
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,positive,food,4,8
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#STYLE_OPTIONS,positive,pastas,26,32
1164,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD#QUALITY,positive,pizza,50,55
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE#GENERAL,positive,vibe,24,28
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,positive,owner,34,39
1165,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE#GENERAL,positive,service,62,69
1166,632121:4,"If only they delivered, they'd make a mint!",RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
1167,657129:0,go here for the drinks!,DRINKS#QUALITY,positive,drinks,16,22
1170,657129:3,the drinks are amazing and half off till 8pm.,DRINKS#QUALITY,positive,drinks,4,10
1170,657129:3,the drinks are amazing and half off till 8pm.,DRINKS#PRICES,positive,drinks,4,10
1171,657129:4,"Ask for Usha, the nicest bartender in manhattan.",SERVICE#GENERAL,positive,Usha,8,12
1172,657129:5,My fav was the sassy lassi...,DRINKS#QUALITY,positive,sassy lassi,15,26
1173,680345:0,This is an amazing place to try some roti rolls.,FOOD#QUALITY,positive,roti rolls,37,47
1174,680345:1,I really recommend the very simple Unda (Egg) rolls.,FOOD#QUALITY,positive,Unda (Egg) rolls,35,51
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,spices,9,15
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,onions,17,23
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,eggs,25,29
1175,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD#QUALITY,positive,roti,45,49
1176,680345:3,Amazing!,FOOD#QUALITY,positive,NULL,0,0
1177,680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE#GENERAL,positive,Toons,0,5
1178,680390:1,The food's as good as ever.,FOOD#QUALITY,positive,food,4,8
1179,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",FOOD#QUALITY,positive,Thai food,35,44
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE#GENERAL,positive,decor,28,33
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",SERVICE#GENERAL,positive,service,40,47
1180,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",FOOD#QUALITY,positive,food,57,61
1181,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",FOOD#STYLE_OPTIONS,positive,portions,4,12
1183,682250:3,Can't wait to go back.,RESTAURANT#GENERAL,positive,NULL,0,0
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,positive,drumsticks over rice,5,25
1184,682391:0,Best drumsticks over rice and sour spicy soup in town!,FOOD#QUALITY,positive,sour spicy soup,30,45
1185,682391:1,Beef noodle soup is good as well.,FOOD#QUALITY,positive,Beef noodle soup,0,16
1186,682391:2,The service is good and the resturant is clean.,SERVICE#GENERAL,positive,service,4,11
1186,682391:2,The service is good and the resturant is clean.,AMBIENCE#GENERAL,positive,resturant,28,37
1187,682391:3,Best Taiwanese food in NY!,FOOD#QUALITY,positive,Taiwanese food,5,19
1188,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,RESTAURANT#GENERAL,positive,Rao's,15,20
1189,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",RESTAURANT#GENERAL,positive,NULL,0,0
1190,707917:2,Rao's has the best service and atmosphere in NYC.,SERVICE#GENERAL,positive,service,19,26
1190,707917:2,Rao's has the best service and atmosphere in NYC.,AMBIENCE#GENERAL,positive,atmosphere,31,41
1191,707917:3,Good luck getting a table.,RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
1192,709294:0,My roommate and I LOVE this place.,RESTAURANT#GENERAL,positive,place,28,33
1193,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE#GENERAL,positive,outdoor seating,72,87
1194,709294:2,Indoor was very cozy and cute.,AMBIENCE#GENERAL,positive,Indoor,0,6
1195,709294:3,"The portion sizes here are huge, and the sushi is good.",FOOD#STYLE_OPTIONS,positive,portion,4,11
1195,709294:3,"The portion sizes here are huge, and the sushi is good.",FOOD#QUALITY,positive,sushi,41,46
1197,709294:5,Staff is very accomodating.,SERVICE#GENERAL,positive,Staff,0,5
1198,713152:0,"Excellent dumplings served amid clean, chic decor.",FOOD#QUALITY,positive,dumplings,10,19
1198,713152:0,"Excellent dumplings served amid clean, chic decor.",AMBIENCE#GENERAL,positive,decor,44,49
1199,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD#QUALITY,positive,$10 10-piece dim sum combo,10,36
1200,713152:2,But $1 for each small piece???,FOOD#PRICES,negative,NULL,0,0
1201,713152:3,Not worth it.,FOOD#PRICES,negative,NULL,0,0
1202,713152:4,I won't go back unless someone else is footing the bill.,RESTAURANT#GENERAL,negative,NULL,0,0
1202,713152:4,I won't go back unless someone else is footing the bill.,RESTAURANT#PRICES,negative,NULL,0,0
1204,717570:1,The decor is very simple but comfortable.,AMBIENCE#GENERAL,positive,decor,4,9
1205,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD#QUALITY,positive,food,4,8
1205,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD#STYLE_OPTIONS,negative,food,4,8
1206,717570:3,The portions are small but being that the food was so good makes up for that.,FOOD#STYLE_OPTIONS,negative,portions,4,12
1206,717570:3,The portions are small but being that the food was so good makes up for that.,FOOD#QUALITY,positive,food,42,46
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,positive,crabmeat lasagna,18,34
1207,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD#QUALITY,positive,chocolate bread pudding,70,93
1208,717570:5,The staff there is very attentive and down to earth.,SERVICE#GENERAL,positive,staff,4,9
1209,717570:6,I loved it and would go again.,RESTAURANT#GENERAL,positive,NULL,0,0
1210,720418:0,Great Indian food and the service is incredible.,FOOD#QUALITY,positive,Indian food,6,17
1210,720418:0,Great Indian food and the service is incredible.,SERVICE#GENERAL,positive,service,26,33
