re_idx,idx,sentence,category,polarity
1497,266:3,Very fast and efficient!,LAPTOP#OPERATION_PERFORMANCE,positive
1498,266:4,Does a great job with video shot on a Canon 5D MKII.,LAPTOP#MISCELLANEOUS,positive
1499,266:5,Very happy with my 7th Toshiba laptop!,LAPTOP#GENERAL,positive
1499,266:5,Very happy with my 7th Toshiba laptop!,COMPANY#GENERAL,positive
1500,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY,positive
1502,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",SOFTWARE#GENERAL,positive
1502,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",LAPTOP#DESIGN_FEATURES,positive
1503,259:3,I especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP#QUALITY,positive
1504,259:4,"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY,negative
1506,259:6,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY,positive
1507,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#OPERATION_PERFORMANCE,positive
1507,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#GENERAL,positive
1507,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#USABILITY,positive
1508,259:8,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP#MISCELLANEOUS,positive
1509,100:0,I never have had a good result with this computer.,LAPTOP#GENERAL,negative
1510,100:1,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP#QUALITY,negative
1511,100:2,"They told me it was my loss even though it was the computer, not  what I've done.",SUPPORT#QUALITY,negative
1512,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.",HARD_DISC#QUALITY,negative
1512,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.",POWER_SUPPLY#QUALITY,negative
1513,100:4,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY,negative
1514,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",COMPANY#GENERAL,negative
1514,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",LAPTOP#GENERAL,negative
1515,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative
1517,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#QUALITY,negative
1517,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
1519,147:3,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#QUALITY,negative
1519,147:3,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
1520,147:4,I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL,negative
1521,149:0,the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL,negative
1522,149:1,sometimes you will be moving your finger and the pointer will not even move.,MOUSE#OPERATION_PERFORMANCE,negative
1523,149:2,the mouse buttons are hard to push.,MOUSE#USABILITY,negative
1524,149:3,i cant believe HP put this out.,COMPANY#GENERAL,negative
1524,149:3,i cant believe HP put this out.,LAPTOP#GENERAL,negative
1525,149:4,do not buy you will be disappointed.,LAPTOP#GENERAL,negative
1526,149:5,i'm returning mine,LAPTOP#GENERAL,negative
1527,150:0,dell is a decently made pc.,LAPTOP#GENERAL,neutral
1529,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,GRAPHICS#GENERAL,negative
1529,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,LAPTOP#DESIGN_FEATURES,negative
1529,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,LAPTOP#USABILITY,negative
1530,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#DESIGN_FEATURES,negative
1530,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#USABILITY,negative
1531,150:4,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP#GENERAL,negative
1532,275:0,"I love HP,, it's the only computer/printer we will buy.",COMPANY#GENERAL,positive
1532,275:0,"I love HP,, it's the only computer/printer we will buy.",LAPTOP#GENERAL,positive
1534,275:2,This is perfect for her field.,LAPTOP#MISCELLANEOUS,positive
1535,104:0,"At first when I got this product, I loved it.",LAPTOP#GENERAL,positive
1536,104:1,"The computer itself was fast, ran smoothly, and had no problems.",LAPTOP#OPERATION_PERFORMANCE,positive
1536,104:1,"The computer itself was fast, ran smoothly, and had no problems.",LAPTOP#GENERAL,positive
1537,104:2,"Then, within 5 months, the charger crapped out on me.",POWER_SUPPLY#QUALITY,negative
1538,104:3,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",SUPPORT#QUALITY,negative
1539,104:4,"2 months later, the battery went.",BATTERY#QUALITY,negative
1540,104:5,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",BATTERY#OPERATION_PERFORMANCE,negative
1540,104:5,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",SUPPORT#QUALITY,negative
1541,104:6,"THEN, one month after the warranty expired, the replacement charger went.",POWER_SUPPLY#MISCELLANEOUS,negative
1542,104:7,I had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP#MISCELLANEOUS,negative
1543,104:8,Not worth it one bit.,LAPTOP#GENERAL,negative
1544,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",LAPTOP#DESIGN_FEATURES,negative
1544,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",LAPTOP#QUALITY,negative
1544,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",SUPPORT#QUALITY,negative
1545,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",DISPLAY#QUALITY,negative
1545,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",LAPTOP#PRICE,positive
1546,104:11,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",LAPTOP#QUALITY,negative
1547,104:12,And it is impossible to get them back in.,LAPTOP#QUALITY,negative
1548,122:0,Strengths:Well-shaped,LAPTOP#DESIGN_FEATURES,positive
1549,122:1,Weaknesses:A bad videocard!,GRAPHICS#GENERAL,negative
1554,122:6,After 20-30 min the screen of the notebook switched off.,DISPLAY#OPERATION_PERFORMANCE,negative
1555,122:7,"It was still working, but there was nothing on the screen.",DISPLAY#OPERATION_PERFORMANCE,negative
1556,122:8,I was said it's videocard.,GRAPHICS#GENERAL,negative
1557,122:9,Very disappointed!,LAPTOP#GENERAL,negative
1558,122:10,Didn't expect to repair it at once!,LAPTOP#QUALITY,negative
1560,122:12,Don't buy this model.,LAPTOP#GENERAL,negative
1561,124:0,An absolutely hateful machine that no one should get of their own free will.,LAPTOP#GENERAL,negative
1563,124:2,"Mine came at $1,700 w/o a DVD burner (!).",LAPTOP#DESIGN_FEATURES,negative
1563,124:2,"Mine came at $1,700 w/o a DVD burner (!).",LAPTOP#PRICE,negative
1565,124:4,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DISPLAY#DESIGN_FEATURES,negative
1566,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",LAPTOP#DESIGN_FEATURES,positive
1566,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",PORTS#QUALITY,negative
1566,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",PORTS#OPERATION_PERFORMANCE,negative
1567,124:6,Keyboard could use some trimming.,KEYBOARD#DESIGN_FEATURES,negative
1568,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?",KEYBOARD#GENERAL,negative
1568,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?",LAPTOP#DESIGN_FEATURES,negative
1568,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?",LAPTOP#GENERAL,negative
1569,263:0,I'm glad I made the choice to switch and buy this MAC.,LAPTOP#GENERAL,positive
1570,263:1,The benefits were immediate!,LAPTOP#GENERAL,positive
1571,263:2,Awesome graphics!,GRAPHICS#GENERAL,positive
1574,263:5,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,POWER_SUPPLY#DESIGN_FEATURES,positive
1577,263:8,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,LAPTOP#GENERAL,positive
1577,263:8,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,LAPTOP#USABILITY,negative
1578,263:9,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",LAPTOP#GENERAL,positive
1582,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",LAPTOP#GENERAL,positive
1582,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",LAPTOP#QUALITY,positive
1582,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",LAPTOP#OPERATION_PERFORMANCE,positive
1583,257:3,I especially like the backlit keyboard.,KEYBOARD#DESIGN_FEATURES,positive
1584,257:4,It makes doing schoolwork at night so much easier.,LAPTOP#USABILITY,positive
1585,257:5,"It is also very lightweight, making transporting this computer very easy.",LAPTOP#DESIGN_FEATURES,positive
1585,257:5,"It is also very lightweight, making transporting this computer very easy.",LAPTOP#PORTABILITY,positive
1586,257:6,The graphics on this computer are also stellar - very clear and vivid.,GRAPHICS#QUALITY,positive
1588,257:8,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",SOFTWARE#GENERAL,positive
1588,257:8,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",SOFTWARE#MISCELLANEOUS,positive
1589,257:9,The program came with the computer and works beautifully.,SOFTWARE#OPERATION_PERFORMANCE,positive
1590,257:10,I definitely will buy a Mac again if and when this computer ever fails.,LAPTOP#GENERAL,positive
1590,257:10,I definitely will buy a Mac again if and when this computer ever fails.,COMPANY#GENERAL,positive
1591,102:0,My hp G60-244dx died after only 16 months.,LAPTOP#QUALITY,negative
1592,102:1,It started out getting hot after only a few months.,LAPTOP#QUALITY,negative
1594,102:3,At 16 months it started shutting off after only 5 or 10 minutes.,LAPTOP#OPERATION_PERFORMANCE,negative
1595,102:4,I use a cooling pad but it doesn't help.,LAPTOP#QUALITY,negative
